composite_key,source_row_index,dest_row_index,source_column,destination_column,issue_type,severity,rule_applied,source_value_raw,source_value_transformed,dest_value_raw,dest_value_transformed,expected_dest_value,difference,timestamp,key_Customer_ID_source,key_CD_Number_source,key_Issue_Date_source
CUST002187|CD-1014126|2025-01-18,14125,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002187|CD-1014126|2025-01-18,CUST002187|CD-1014126|2025-01-18,,,,,2026-05-02T18:18:29.896605Z,CUST002187,CD-1014126,2025-01-18
CUST001149|CD-1014127|2025-04-16,14126,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001149|CD-1014127|2025-04-16,CUST001149|CD-1014127|2025-04-16,,,,,2026-05-02T18:18:29.896605Z,CUST001149,CD-1014127,2025-04-16
CUST000495|CD-1014128|2023-07-17,14127,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000495|CD-1014128|2023-07-17,CUST000495|CD-1014128|2023-07-17,,,,,2026-05-02T18:18:29.896605Z,CUST000495,CD-1014128,2023-07-17
CUST003067|CD-1014129|2021-07-12,14128,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003067|CD-1014129|2021-07-12,CUST003067|CD-1014129|2021-07-12,,,,,2026-05-02T18:18:29.896605Z,CUST003067,CD-1014129,2021-07-12
CUST003014|CD-1014130|2025-07-01,14129,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003014|CD-1014130|2025-07-01,CUST003014|CD-1014130|2025-07-01,,,,,2026-05-02T18:18:29.896605Z,CUST003014,CD-1014130,2025-07-01
CUST001005|CD-1014131|2022-10-19,14130,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001005|CD-1014131|2022-10-19,CUST001005|CD-1014131|2022-10-19,,,,,2026-05-02T18:18:29.896605Z,CUST001005,CD-1014131,2022-10-19
CUST006481|CD-1014132|2021-10-29,14131,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006481|CD-1014132|2021-10-29,CUST006481|CD-1014132|2021-10-29,,,,,2026-05-02T18:18:29.896605Z,CUST006481,CD-1014132,2021-10-29
CUST007060|CD-1014133|2022-04-15,14132,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007060|CD-1014133|2022-04-15,CUST007060|CD-1014133|2022-04-15,,,,,2026-05-02T18:18:29.896605Z,CUST007060,CD-1014133,2022-04-15
CUST005757|CD-1014134|2021-11-06,14133,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005757|CD-1014134|2021-11-06,CUST005757|CD-1014134|2021-11-06,,,,,2026-05-02T18:18:29.896605Z,CUST005757,CD-1014134,2021-11-06
CUST004177|CD-1014135|2021-10-06,14134,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004177|CD-1014135|2021-10-06,CUST004177|CD-1014135|2021-10-06,,,,,2026-05-02T18:18:29.896605Z,CUST004177,CD-1014135,2021-10-06
CUST007579|CD-1014136|2022-01-13,14135,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007579|CD-1014136|2022-01-13,CUST007579|CD-1014136|2022-01-13,,,,,2026-05-02T18:18:29.896605Z,CUST007579,CD-1014136,2022-01-13
CUST002804|CD-1014137|2024-03-17,14136,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002804|CD-1014137|2024-03-17,CUST002804|CD-1014137|2024-03-17,,,,,2026-05-02T18:18:29.896605Z,CUST002804,CD-1014137,2024-03-17
CUST003416|CD-1014138|2020-02-07,14137,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003416|CD-1014138|2020-02-07,CUST003416|CD-1014138|2020-02-07,,,,,2026-05-02T18:18:29.896605Z,CUST003416,CD-1014138,2020-02-07
CUST000121|CD-1014139|2022-04-07,14138,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000121|CD-1014139|2022-04-07,CUST000121|CD-1014139|2022-04-07,,,,,2026-05-02T18:18:29.896605Z,CUST000121,CD-1014139,2022-04-07
CUST005662|CD-1014140|2021-01-22,14139,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005662|CD-1014140|2021-01-22,CUST005662|CD-1014140|2021-01-22,,,,,2026-05-02T18:18:29.896605Z,CUST005662,CD-1014140,2021-01-22
CUST000740|CD-1014141|2024-01-18,14140,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000740|CD-1014141|2024-01-18,CUST000740|CD-1014141|2024-01-18,,,,,2026-05-02T18:18:29.896605Z,CUST000740,CD-1014141,2024-01-18
CUST005323|CD-1014142|2026-03-18,14141,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005323|CD-1014142|2026-03-18,CUST005323|CD-1014142|2026-03-18,,,,,2026-05-02T18:18:29.896605Z,CUST005323,CD-1014142,2026-03-18
CUST006259|CD-1014143|2024-12-02,14142,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006259|CD-1014143|2024-12-02,CUST006259|CD-1014143|2024-12-02,,,,,2026-05-02T18:18:29.896605Z,CUST006259,CD-1014143,2024-12-02
CUST001737|CD-1014144|2021-07-21,14143,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001737|CD-1014144|2021-07-21,CUST001737|CD-1014144|2021-07-21,,,,,2026-05-02T18:18:29.896605Z,CUST001737,CD-1014144,2021-07-21
CUST004896|CD-1014145|2023-03-16,14144,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004896|CD-1014145|2023-03-16,CUST004896|CD-1014145|2023-03-16,,,,,2026-05-02T18:18:29.896605Z,CUST004896,CD-1014145,2023-03-16
CUST002429|CD-1014146|2020-02-15,14145,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002429|CD-1014146|2020-02-15,CUST002429|CD-1014146|2020-02-15,,,,,2026-05-02T18:18:29.896605Z,CUST002429,CD-1014146,2020-02-15
CUST003187|CD-1014147|2022-07-30,14146,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003187|CD-1014147|2022-07-30,CUST003187|CD-1014147|2022-07-30,,,,,2026-05-02T18:18:29.896605Z,CUST003187,CD-1014147,2022-07-30
CUST004239|CD-1014148|2021-09-27,14147,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004239|CD-1014148|2021-09-27,CUST004239|CD-1014148|2021-09-27,,,,,2026-05-02T18:18:29.896605Z,CUST004239,CD-1014148,2021-09-27
CUST001996|CD-1014149|2023-02-18,14148,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001996|CD-1014149|2023-02-18,CUST001996|CD-1014149|2023-02-18,,,,,2026-05-02T18:18:29.896605Z,CUST001996,CD-1014149,2023-02-18
CUST006373|CD-1014150|2022-07-20,14149,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006373|CD-1014150|2022-07-20,CUST006373|CD-1014150|2022-07-20,,,,,2026-05-02T18:18:29.896605Z,CUST006373,CD-1014150,2022-07-20
CUST003157|CD-1014151|2024-04-06,14150,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003157|CD-1014151|2024-04-06,CUST003157|CD-1014151|2024-04-06,,,,,2026-05-02T18:18:29.896605Z,CUST003157,CD-1014151,2024-04-06
CUST003695|CD-1014152|2023-06-03,14151,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003695|CD-1014152|2023-06-03,CUST003695|CD-1014152|2023-06-03,,,,,2026-05-02T18:18:29.896605Z,CUST003695,CD-1014152,2023-06-03
CUST006517|CD-1014153|2025-11-11,14152,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006517|CD-1014153|2025-11-11,CUST006517|CD-1014153|2025-11-11,,,,,2026-05-02T18:18:29.896605Z,CUST006517,CD-1014153,2025-11-11
CUST001822|CD-1014154|2020-06-05,14153,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001822|CD-1014154|2020-06-05,CUST001822|CD-1014154|2020-06-05,,,,,2026-05-02T18:18:29.896605Z,CUST001822,CD-1014154,2020-06-05
CUST003618|CD-1014155|2025-11-24,14154,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003618|CD-1014155|2025-11-24,CUST003618|CD-1014155|2025-11-24,,,,,2026-05-02T18:18:29.896605Z,CUST003618,CD-1014155,2025-11-24
CUST007947|CD-1014156|2024-12-07,14155,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007947|CD-1014156|2024-12-07,CUST007947|CD-1014156|2024-12-07,,,,,2026-05-02T18:18:29.896605Z,CUST007947,CD-1014156,2024-12-07
CUST003198|CD-1014157|2024-06-14,14156,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003198|CD-1014157|2024-06-14,CUST003198|CD-1014157|2024-06-14,,,,,2026-05-02T18:18:29.896605Z,CUST003198,CD-1014157,2024-06-14
CUST000925|CD-1014158|2025-02-25,14157,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000925|CD-1014158|2025-02-25,CUST000925|CD-1014158|2025-02-25,,,,,2026-05-02T18:18:29.896605Z,CUST000925,CD-1014158,2025-02-25
CUST002276|CD-1014159|2020-04-24,14158,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002276|CD-1014159|2020-04-24,CUST002276|CD-1014159|2020-04-24,,,,,2026-05-02T18:18:29.896605Z,CUST002276,CD-1014159,2020-04-24
CUST007647|CD-1014160|2021-05-01,14159,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007647|CD-1014160|2021-05-01,CUST007647|CD-1014160|2021-05-01,,,,,2026-05-02T18:18:29.896605Z,CUST007647,CD-1014160,2021-05-01
CUST006073|CD-1014161|2020-01-02,14160,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006073|CD-1014161|2020-01-02,CUST006073|CD-1014161|2020-01-02,,,,,2026-05-02T18:18:29.896605Z,CUST006073,CD-1014161,2020-01-02
CUST006472|CD-1014162|2024-12-26,14161,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006472|CD-1014162|2024-12-26,CUST006472|CD-1014162|2024-12-26,,,,,2026-05-02T18:18:29.896605Z,CUST006472,CD-1014162,2024-12-26
CUST002029|CD-1014163|2022-03-19,14162,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002029|CD-1014163|2022-03-19,CUST002029|CD-1014163|2022-03-19,,,,,2026-05-02T18:18:29.896605Z,CUST002029,CD-1014163,2022-03-19
CUST006711|CD-1014164|2022-04-04,14163,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006711|CD-1014164|2022-04-04,CUST006711|CD-1014164|2022-04-04,,,,,2026-05-02T18:18:29.896605Z,CUST006711,CD-1014164,2022-04-04
CUST003147|CD-1014165|2023-10-24,14164,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003147|CD-1014165|2023-10-24,CUST003147|CD-1014165|2023-10-24,,,,,2026-05-02T18:18:29.896605Z,CUST003147,CD-1014165,2023-10-24
CUST006359|CD-1014166|2022-08-23,14165,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006359|CD-1014166|2022-08-23,CUST006359|CD-1014166|2022-08-23,,,,,2026-05-02T18:18:29.896605Z,CUST006359,CD-1014166,2022-08-23
CUST007047|CD-1014167|2023-12-24,14166,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007047|CD-1014167|2023-12-24,CUST007047|CD-1014167|2023-12-24,,,,,2026-05-02T18:18:29.896605Z,CUST007047,CD-1014167,2023-12-24
CUST001666|CD-1014168|2025-11-05,14167,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001666|CD-1014168|2025-11-05,CUST001666|CD-1014168|2025-11-05,,,,,2026-05-02T18:18:29.896605Z,CUST001666,CD-1014168,2025-11-05
CUST007508|CD-1014169|2022-01-27,14168,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007508|CD-1014169|2022-01-27,CUST007508|CD-1014169|2022-01-27,,,,,2026-05-02T18:18:29.896605Z,CUST007508,CD-1014169,2022-01-27
CUST005061|CD-1014170|2025-07-27,14169,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005061|CD-1014170|2025-07-27,CUST005061|CD-1014170|2025-07-27,,,,,2026-05-02T18:18:29.896605Z,CUST005061,CD-1014170,2025-07-27
CUST005847|CD-1014171|2023-04-29,14170,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005847|CD-1014171|2023-04-29,CUST005847|CD-1014171|2023-04-29,,,,,2026-05-02T18:18:29.896605Z,CUST005847,CD-1014171,2023-04-29
CUST006054|CD-1014172|2022-05-05,14171,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006054|CD-1014172|2022-05-05,CUST006054|CD-1014172|2022-05-05,,,,,2026-05-02T18:18:29.896605Z,CUST006054,CD-1014172,2022-05-05
CUST001348|CD-1014173|2025-09-27,14172,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001348|CD-1014173|2025-09-27,CUST001348|CD-1014173|2025-09-27,,,,,2026-05-02T18:18:29.896605Z,CUST001348,CD-1014173,2025-09-27
CUST005965|CD-1014174|2023-01-18,14173,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005965|CD-1014174|2023-01-18,CUST005965|CD-1014174|2023-01-18,,,,,2026-05-02T18:18:29.896605Z,CUST005965,CD-1014174,2023-01-18
CUST001704|CD-1014175|2020-10-18,14174,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001704|CD-1014175|2020-10-18,CUST001704|CD-1014175|2020-10-18,,,,,2026-05-02T18:18:29.896605Z,CUST001704,CD-1014175,2020-10-18
CUST002173|CD-1014176|2021-10-15,14175,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002173|CD-1014176|2021-10-15,CUST002173|CD-1014176|2021-10-15,,,,,2026-05-02T18:18:29.896605Z,CUST002173,CD-1014176,2021-10-15
CUST000933|CD-1014177|2025-04-12,14176,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000933|CD-1014177|2025-04-12,CUST000933|CD-1014177|2025-04-12,,,,,2026-05-02T18:18:29.896605Z,CUST000933,CD-1014177,2025-04-12
CUST001449|CD-1014178|2023-03-21,14177,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001449|CD-1014178|2023-03-21,CUST001449|CD-1014178|2023-03-21,,,,,2026-05-02T18:18:29.896605Z,CUST001449,CD-1014178,2023-03-21
CUST007831|CD-1014179|2023-07-01,14178,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007831|CD-1014179|2023-07-01,CUST007831|CD-1014179|2023-07-01,,,,,2026-05-02T18:18:29.896605Z,CUST007831,CD-1014179,2023-07-01
CUST002625|CD-1014180|2024-04-04,14179,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002625|CD-1014180|2024-04-04,CUST002625|CD-1014180|2024-04-04,,,,,2026-05-02T18:18:29.896605Z,CUST002625,CD-1014180,2024-04-04
CUST003096|CD-1014181|2021-03-19,14180,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003096|CD-1014181|2021-03-19,CUST003096|CD-1014181|2021-03-19,,,,,2026-05-02T18:18:29.896605Z,CUST003096,CD-1014181,2021-03-19
CUST003839|CD-1014182|2020-07-30,14181,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003839|CD-1014182|2020-07-30,CUST003839|CD-1014182|2020-07-30,,,,,2026-05-02T18:18:29.896605Z,CUST003839,CD-1014182,2020-07-30
CUST005703|CD-1014183|2022-10-01,14182,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005703|CD-1014183|2022-10-01,CUST005703|CD-1014183|2022-10-01,,,,,2026-05-02T18:18:29.896605Z,CUST005703,CD-1014183,2022-10-01
CUST004590|CD-1014184|2025-09-29,14183,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004590|CD-1014184|2025-09-29,CUST004590|CD-1014184|2025-09-29,,,,,2026-05-02T18:18:29.896605Z,CUST004590,CD-1014184,2025-09-29
CUST004289|CD-1014185|2020-10-17,14184,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004289|CD-1014185|2020-10-17,CUST004289|CD-1014185|2020-10-17,,,,,2026-05-02T18:18:29.896605Z,CUST004289,CD-1014185,2020-10-17
CUST006695|CD-1014186|2024-06-27,14185,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006695|CD-1014186|2024-06-27,CUST006695|CD-1014186|2024-06-27,,,,,2026-05-02T18:18:29.896605Z,CUST006695,CD-1014186,2024-06-27
CUST003968|CD-1014187|2026-02-11,14186,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003968|CD-1014187|2026-02-11,CUST003968|CD-1014187|2026-02-11,,,,,2026-05-02T18:18:29.896605Z,CUST003968,CD-1014187,2026-02-11
CUST006152|CD-1014188|2020-08-08,14187,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006152|CD-1014188|2020-08-08,CUST006152|CD-1014188|2020-08-08,,,,,2026-05-02T18:18:29.896605Z,CUST006152,CD-1014188,2020-08-08
CUST007287|CD-1014189|2020-10-30,14188,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007287|CD-1014189|2020-10-30,CUST007287|CD-1014189|2020-10-30,,,,,2026-05-02T18:18:29.896605Z,CUST007287,CD-1014189,2020-10-30
CUST005409|CD-1014190|2025-06-05,14189,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005409|CD-1014190|2025-06-05,CUST005409|CD-1014190|2025-06-05,,,,,2026-05-02T18:18:29.896605Z,CUST005409,CD-1014190,2025-06-05
CUST000283|CD-1014191|2020-09-04,14190,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000283|CD-1014191|2020-09-04,CUST000283|CD-1014191|2020-09-04,,,,,2026-05-02T18:18:29.896605Z,CUST000283,CD-1014191,2020-09-04
CUST002108|CD-1014192|2024-08-23,14191,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002108|CD-1014192|2024-08-23,CUST002108|CD-1014192|2024-08-23,,,,,2026-05-02T18:18:29.896605Z,CUST002108,CD-1014192,2024-08-23
CUST004942|CD-1014193|2024-12-23,14192,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004942|CD-1014193|2024-12-23,CUST004942|CD-1014193|2024-12-23,,,,,2026-05-02T18:18:29.896605Z,CUST004942,CD-1014193,2024-12-23
CUST003831|CD-1014194|2021-12-15,14193,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003831|CD-1014194|2021-12-15,CUST003831|CD-1014194|2021-12-15,,,,,2026-05-02T18:18:29.896605Z,CUST003831,CD-1014194,2021-12-15
CUST002278|CD-1014195|2021-10-27,14194,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002278|CD-1014195|2021-10-27,CUST002278|CD-1014195|2021-10-27,,,,,2026-05-02T18:18:29.896605Z,CUST002278,CD-1014195,2021-10-27
CUST002684|CD-1014196|2023-04-04,14195,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002684|CD-1014196|2023-04-04,CUST002684|CD-1014196|2023-04-04,,,,,2026-05-02T18:18:29.896605Z,CUST002684,CD-1014196,2023-04-04
CUST000627|CD-1014197|2023-03-01,14196,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000627|CD-1014197|2023-03-01,CUST000627|CD-1014197|2023-03-01,,,,,2026-05-02T18:18:29.896605Z,CUST000627,CD-1014197,2023-03-01
CUST001880|CD-1014198|2025-05-15,14197,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001880|CD-1014198|2025-05-15,CUST001880|CD-1014198|2025-05-15,,,,,2026-05-02T18:18:29.896605Z,CUST001880,CD-1014198,2025-05-15
CUST006262|CD-1014199|2023-09-13,14198,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006262|CD-1014199|2023-09-13,CUST006262|CD-1014199|2023-09-13,,,,,2026-05-02T18:18:29.896605Z,CUST006262,CD-1014199,2023-09-13
CUST000082|CD-1014200|2026-01-17,14199,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000082|CD-1014200|2026-01-17,CUST000082|CD-1014200|2026-01-17,,,,,2026-05-02T18:18:29.896605Z,CUST000082,CD-1014200,2026-01-17
CUST006694|CD-1014201|2021-07-01,14200,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006694|CD-1014201|2021-07-01,CUST006694|CD-1014201|2021-07-01,,,,,2026-05-02T18:18:29.896605Z,CUST006694,CD-1014201,2021-07-01
CUST002716|CD-1014202|2021-10-03,14201,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002716|CD-1014202|2021-10-03,CUST002716|CD-1014202|2021-10-03,,,,,2026-05-02T18:18:29.896605Z,CUST002716,CD-1014202,2021-10-03
CUST006463|CD-1014203|2021-07-03,14202,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006463|CD-1014203|2021-07-03,CUST006463|CD-1014203|2021-07-03,,,,,2026-05-02T18:18:29.896605Z,CUST006463,CD-1014203,2021-07-03
CUST002049|CD-1014204|2024-01-23,14203,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002049|CD-1014204|2024-01-23,CUST002049|CD-1014204|2024-01-23,,,,,2026-05-02T18:18:29.896605Z,CUST002049,CD-1014204,2024-01-23
CUST006630|CD-1014205|2020-03-17,14204,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006630|CD-1014205|2020-03-17,CUST006630|CD-1014205|2020-03-17,,,,,2026-05-02T18:18:29.896605Z,CUST006630,CD-1014205,2020-03-17
CUST004575|CD-1014206|2025-05-16,14205,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004575|CD-1014206|2025-05-16,CUST004575|CD-1014206|2025-05-16,,,,,2026-05-02T18:18:29.896605Z,CUST004575,CD-1014206,2025-05-16
CUST006811|CD-1014207|2024-10-26,14206,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006811|CD-1014207|2024-10-26,CUST006811|CD-1014207|2024-10-26,,,,,2026-05-02T18:18:29.896605Z,CUST006811,CD-1014207,2024-10-26
CUST000499|CD-1014208|2026-03-04,14207,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000499|CD-1014208|2026-03-04,CUST000499|CD-1014208|2026-03-04,,,,,2026-05-02T18:18:29.896605Z,CUST000499,CD-1014208,2026-03-04
CUST006379|CD-1014209|2025-12-26,14208,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006379|CD-1014209|2025-12-26,CUST006379|CD-1014209|2025-12-26,,,,,2026-05-02T18:18:29.896605Z,CUST006379,CD-1014209,2025-12-26
CUST002164|CD-1014210|2020-06-10,14209,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002164|CD-1014210|2020-06-10,CUST002164|CD-1014210|2020-06-10,,,,,2026-05-02T18:18:29.896605Z,CUST002164,CD-1014210,2020-06-10
CUST002871|CD-1014211|2024-09-01,14210,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002871|CD-1014211|2024-09-01,CUST002871|CD-1014211|2024-09-01,,,,,2026-05-02T18:18:29.896605Z,CUST002871,CD-1014211,2024-09-01
CUST000359|CD-1014212|2023-02-22,14211,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000359|CD-1014212|2023-02-22,CUST000359|CD-1014212|2023-02-22,,,,,2026-05-02T18:18:29.896605Z,CUST000359,CD-1014212,2023-02-22
CUST007632|CD-1014213|2024-08-04,14212,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007632|CD-1014213|2024-08-04,CUST007632|CD-1014213|2024-08-04,,,,,2026-05-02T18:18:29.896605Z,CUST007632,CD-1014213,2024-08-04
CUST005131|CD-1014214|2025-06-15,14213,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005131|CD-1014214|2025-06-15,CUST005131|CD-1014214|2025-06-15,,,,,2026-05-02T18:18:29.896605Z,CUST005131,CD-1014214,2025-06-15
CUST007847|CD-1014215|2023-08-23,14214,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007847|CD-1014215|2023-08-23,CUST007847|CD-1014215|2023-08-23,,,,,2026-05-02T18:18:29.896605Z,CUST007847,CD-1014215,2023-08-23
CUST004545|CD-1014216|2020-01-08,14215,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004545|CD-1014216|2020-01-08,CUST004545|CD-1014216|2020-01-08,,,,,2026-05-02T18:18:29.896605Z,CUST004545,CD-1014216,2020-01-08
