Customer_ID,CD_Number,Issue_Date,Term_Months,Principal_Amount,Interest_Rate,Interest_Payout_Frequency,Rate_Type,Auto_Renew,Status,Branch_Code,Currency,Interest_Accrual_Method,Brokered_Flag
CUST007837,CD-1014102,2023-03-09,24,198967.85,1.631,QUARTERLY,VARIABLE,YES,MATURED,BR-064,USD,ACT_365,NO
CUST002650,CD-1014103,2025-12-14,24,128399.12,2.342,QUARTERLY,VARIABLE,YES,ACTIVE,BR-126,USD,30_360,NO
CUST001770,CD-1014104,2021-09-28,48,179375.71,2.94,MONTHLY,FIXED,YES,MATURED,BR-074,USD,ACT_365,NO
CUST004262,CD-1014105,2024-10-28,9,21213.67,1.382,AT_MATURITY,VARIABLE,YES,MATURED,BR-043,USD,ACT_365,NO
CUST002953,CD-1014106,2024-04-30,6,185376.44,1.343,AT_MATURITY,FIXED,YES,MATURED,BR-046,USD,30_360,NO
CUST007897,CD-1014107,2020-11-29,12,180503.92,1.973,AT_MATURITY,VARIABLE,YES,MATURED,BR-132,USD,30_360,NO
CUST003435,CD-1014108,2021-10-18,48,44225.7,4.203,MONTHLY,VARIABLE,NO,MATURED,BR-027,USD,ACT_365,NO
CUST000319,CD-1014109,2023-11-24,60,34816.14,4.497,AT_MATURITY,FIXED,YES,ACTIVE,BR-104,USD,30_360,NO
CUST001001,CD-1014110,2023-01-03,12,187299.66,1.228,QUARTERLY,VARIABLE,NO,MATURED,BR-023,USD,30_360,NO
CUST000597,CD-1014111,2021-06-25,3,104331.06,0.891,AT_MATURITY,FIXED,YES,MATURED,BR-066,USD,30_360,NO
CUST003063,CD-1014112,2021-04-02,3,162097.7,1.101,AT_MATURITY,VARIABLE,YES,MATURED,BR-125,USD,ACT_365,NO
CUST002532,CD-1014113,2023-06-24,18,2758.21,1.774,QUARTERLY,VARIABLE,NO,MATURED,BR-069,USD,ACT_365,NO
CUST006853,CD-1014114,2025-03-03,3,46320.39,1.049,QUARTERLY,VARIABLE,YES,MATURED,BR-094,USD,30_360,NO
CUST007124,CD-1014115,2022-07-31,36,186608.14,3.191,MONTHLY,FIXED,NO,MATURED,BR-054,USD,30_360,NO
CUST001123,CD-1014116,2025-10-11,3,50117.08,1.04,QUARTERLY,VARIABLE,NO,MATURED,BR-025,USD,30_360,NO
CUST007556,CD-1014117,2024-03-01,12,20530.36,1.794,AT_MATURITY,FIXED,YES,MATURED,BR-070,USD,ACT_365,NO
CUST004672,CD-1014118,2022-07-09,48,44187.26,2.998,AT_MATURITY,VARIABLE,NO,ACTIVE,BR-091,USD,30_360,NO
CUST002455,CD-1014119,2024-05-31,18,208184.19,1.962,MONTHLY,FIXED,YES,MATURED,BR-048,USD,30_360,NO
CUST003253,CD-1014120,2022-10-20,36,86959.38,2.168,AT_MATURITY,FIXED,YES,MATURED,BR-016,USD,ACT_365,NO
CUST003531,CD-1014121,2024-09-21,12,132753.85,1.864,QUARTERLY,VARIABLE,YES,MATURED,BR-023,USD,30_360,NO
CUST001365,CD-1014122,2026-02-19,48,144585.23,3.327,MONTHLY,VARIABLE,NO,ACTIVE,BR-061,USD,30_360,NO
CUST006939,CD-1014123,2024-12-02,12,93473.35,0.989,QUARTERLY,FIXED,YES,MATURED,BR-011,USD,30_360,NO
CUST000099,CD-1014124,2020-11-20,36,23877.65,2.654,QUARTERLY,VARIABLE,YES,MATURED,BR-034,USD,ACT_365,NO
CUST000558,CD-1014125,2020-06-12,60,64572.67,4.198,QUARTERLY,VARIABLE,YES,MATURED,BR-003,USD,ACT_365,NO
CUST002187,CD-1014126,2025-01-18,12,39873.95,1.038,QUARTERLY,FIXED,YES,MATURED,BR-143,USD,ACT_365,NO
CUST001149,CD-1014127,2025-04-16,9,227425.26,1.004,AT_MATURITY,VARIABLE,YES,MATURED,BR-126,USD,ACT_365,NO
CUST000495,CD-1014128,2023-07-17,60,185151.86,3.893,MONTHLY,VARIABLE,YES,ACTIVE,BR-080,USD,30_360,NO
CUST003067,CD-1014129,2021-07-12,36,205851.49,3.043,QUARTERLY,FIXED,YES,MATURED,BR-075,USD,30_360,NO
CUST003014,CD-1014130,2025-07-01,48,203156.13,2.687,QUARTERLY,FIXED,YES,ACTIVE,BR-032,USD,ACT_365,NO
CUST001005,CD-1014131,2022-10-19,12,1042.6,1.632,AT_MATURITY,FIXED,YES,MATURED,BR-081,USD,30_360,NO
CUST006481,CD-1014132,2021-10-29,12,187377.34,1.382,AT_MATURITY,VARIABLE,NO,MATURED,BR-029,USD,ACT_365,NO
CUST007060,CD-1014133,2022-04-15,6,120772.9,1.527,AT_MATURITY,VARIABLE,YES,MATURED,BR-121,USD,30_360,YES
CUST005757,CD-1014134,2021-11-06,36,193771.62,2.892,AT_MATURITY,VARIABLE,NO,MATURED,BR-088,USD,ACT_365,NO
CUST004177,CD-1014135,2021-10-06,48,239980.91,3.867,AT_MATURITY,FIXED,YES,MATURED,BR-116,USD,30_360,NO
CUST007579,CD-1014136,2022-01-13,48,89750.29,3.535,AT_MATURITY,VARIABLE,NO,MATURED,BR-067,USD,ACT_365,YES
CUST002804,CD-1014137,2024-03-17,9,151393.97,0.887,QUARTERLY,VARIABLE,YES,MATURED,BR-094,USD,ACT_365,YES
CUST003416,CD-1014138,2020-02-07,18,76498.34,1.942,MONTHLY,FIXED,NO,MATURED,BR-091,USD,ACT_365,YES
CUST000121,CD-1014139,2022-04-07,18,223504.8,1.964,AT_MATURITY,VARIABLE,YES,MATURED,BR-026,USD,30_360,NO
CUST005662,CD-1014140,2021-01-22,6,63878.73,0.907,QUARTERLY,FIXED,NO,MATURED,BR-001,USD,ACT_365,NO
CUST000740,CD-1014141,2024-01-18,3,88137.09,0.799,QUARTERLY,VARIABLE,NO,MATURED,BR-147,USD,ACT_365,YES
CUST005323,CD-1014142,2026-03-18,12,222042.42,0.626,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-012,USD,30_360,NO
CUST006259,CD-1014143,2024-12-02,18,25662.14,2.045,QUARTERLY,VARIABLE,NO,ACTIVE,BR-096,USD,30_360,NO
CUST001737,CD-1014144,2021-07-21,60,123756.82,3.977,QUARTERLY,FIXED,YES,ACTIVE,BR-020,USD,30_360,NO
CUST004896,CD-1014145,2023-03-16,48,145530.75,3.185,MONTHLY,VARIABLE,YES,ACTIVE,BR-102,USD,30_360,NO
CUST002429,CD-1014146,2020-02-15,36,144965.03,2.392,AT_MATURITY,VARIABLE,NO,MATURED,BR-137,USD,ACT_365,NO
CUST003187,CD-1014147,2022-07-30,60,30458.41,3.85,QUARTERLY,VARIABLE,YES,ACTIVE,BR-068,USD,ACT_365,YES
CUST004239,CD-1014148,2021-09-27,36,10352.92,2.897,QUARTERLY,VARIABLE,YES,MATURED,BR-139,USD,ACT_365,NO
CUST001996,CD-1014149,2023-02-18,18,104452.18,1.846,AT_MATURITY,VARIABLE,YES,MATURED,BR-052,USD,30_360,NO
CUST006373,CD-1014150,2022-07-20,60,113737.83,3.906,QUARTERLY,VARIABLE,YES,ACTIVE,BR-115,USD,ACT_365,NO
CUST003157,CD-1014151,2024-04-06,60,235694.71,3.594,AT_MATURITY,VARIABLE,NO,ACTIVE,BR-017,USD,30_360,NO
CUST003695,CD-1014152,2023-06-03,6,189038.04,1.022,QUARTERLY,FIXED,YES,MATURED,BR-021,USD,30_360,NO
CUST006517,CD-1014153,2025-11-11,9,149859.58,1.009,AT_MATURITY,FIXED,YES,ACTIVE,BR-045,USD,30_360,NO
CUST001822,CD-1014154,2020-06-05,60,52923.34,3.943,AT_MATURITY,VARIABLE,YES,MATURED,BR-010,USD,ACT_365,NO
CUST003618,CD-1014155,2025-11-24,3,225411.46,1.196,AT_MATURITY,FIXED,YES,MATURED,BR-014,USD,30_360,NO
CUST007947,CD-1014156,2024-12-07,18,48785.21,1.589,MONTHLY,FIXED,NO,ACTIVE,BR-108,USD,30_360,NO
CUST003198,CD-1014157,2024-06-14,12,236870.12,2.043,QUARTERLY,FIXED,YES,MATURED,BR-115,USD,30_360,YES
CUST000925,CD-1014158,2025-02-25,36,236510.89,2.537,QUARTERLY,VARIABLE,NO,ACTIVE,BR-109,USD,30_360,NO
CUST002276,CD-1014159,2020-04-24,60,244484.09,3.416,QUARTERLY,VARIABLE,YES,MATURED,BR-104,USD,ACT_365,NO
CUST007647,CD-1014160,2021-05-01,9,71113.17,1.218,AT_MATURITY,VARIABLE,YES,MATURED,BR-038,USD,ACT_365,NO
CUST006073,CD-1014161,2020-01-02,6,34802.66,0.924,AT_MATURITY,VARIABLE,NO,MATURED,BR-138,USD,30_360,YES
CUST006472,CD-1014162,2024-12-26,9,157380.05,2.49,MONTHLY,FIXED,YES,MATURED,BR-048,USD,ACT_365,NO
CUST002029,CD-1014163,2022-03-19,36,105996.9,2.573,MONTHLY,VARIABLE,YES,MATURED,BR-058,USD,ACT_365,NO
CUST006711,CD-1014164,2022-04-04,12,97430.6,0.92,QUARTERLY,VARIABLE,YES,MATURED,BR-141,USD,ACT_365,NO
CUST003147,CD-1014165,2023-10-24,24,139298.95,2.094,MONTHLY,VARIABLE,YES,MATURED,BR-092,USD,30_360,NO
CUST006359,CD-1014166,2022-08-23,12,172521.31,1.383,AT_MATURITY,VARIABLE,YES,MATURED,BR-004,USD,30_360,NO
CUST007047,CD-1014167,2023-12-24,36,83365.07,2.312,AT_MATURITY,VARIABLE,NO,ACTIVE,BR-006,USD,ACT_365,NO
CUST001666,CD-1014168,2025-11-05,3,84111.18,1.086,QUARTERLY,FIXED,NO,MATURED,BR-073,USD,30_360,NO
CUST007508,CD-1014169,2022-01-27,12,152784.79,1.638,QUARTERLY,VARIABLE,YES,MATURED,BR-067,USD,ACT_365,NO
CUST005061,CD-1014170,2025-07-27,9,18291.86,1.308,QUARTERLY,FIXED,YES,MATURED,BR-122,USD,ACT_365,NO
CUST005847,CD-1014171,2023-04-29,24,175136.66,1.987,AT_MATURITY,FIXED,YES,MATURED,BR-137,USD,30_360,NO
CUST006054,CD-1014172,2022-05-05,24,199853.38,1.951,MONTHLY,FIXED,YES,MATURED,BR-004,USD,ACT_365,NO
CUST001348,CD-1014173,2025-09-27,36,219998.18,2.502,QUARTERLY,VARIABLE,YES,ACTIVE,BR-141,USD,30_360,NO
CUST005965,CD-1014174,2023-01-18,60,188581.32,3.552,AT_MATURITY,VARIABLE,NO,ACTIVE,BR-055,USD,ACT_365,YES
CUST001704,CD-1014175,2020-10-18,48,126932.51,3.88,QUARTERLY,FIXED,YES,MATURED,BR-108,USD,30_360,NO
CUST002173,CD-1014176,2021-10-15,3,218516.69,1.813,QUARTERLY,VARIABLE,NO,MATURED,BR-095,USD,ACT_365,NO
CUST000933,CD-1014177,2025-04-12,36,123001.46,2.361,MONTHLY,VARIABLE,YES,ACTIVE,BR-118,USD,ACT_365,NO
CUST001449,CD-1014178,2023-03-21,3,196877.91,0.749,AT_MATURITY,VARIABLE,YES,MATURED,BR-149,USD,30_360,NO
CUST007831,CD-1014179,2023-07-01,12,16371.12,1.061,QUARTERLY,VARIABLE,YES,MATURED,BR-122,USD,ACT_365,NO
CUST002625,CD-1014180,2024-04-04,24,177404.58,2.392,AT_MATURITY,VARIABLE,YES,MATURED,BR-043,USD,ACT_365,NO
CUST003096,CD-1014181,2021-03-19,9,21483.18,0.925,AT_MATURITY,FIXED,NO,MATURED,BR-042,USD,30_360,NO
CUST003839,CD-1014182,2020-07-30,36,7411.97,2.964,AT_MATURITY,VARIABLE,NO,MATURED,BR-051,USD,ACT_365,NO
CUST005703,CD-1014183,2022-10-01,48,125809.49,3.51,MONTHLY,VARIABLE,YES,ACTIVE,BR-036,USD,ACT_365,NO
CUST004590,CD-1014184,2025-09-29,24,30302.21,2.026,MONTHLY,FIXED,YES,ACTIVE,BR-064,USD,30_360,NO
CUST004289,CD-1014185,2020-10-17,18,81616.94,2.236,MONTHLY,VARIABLE,NO,MATURED,BR-073,USD,30_360,NO
CUST006695,CD-1014186,2024-06-27,60,193673.35,3.878,QUARTERLY,FIXED,YES,ACTIVE,BR-094,USD,30_360,YES
CUST003968,CD-1014187,2026-02-11,24,137795.74,2.081,MONTHLY,VARIABLE,YES,ACTIVE,BR-036,USD,ACT_365,NO
CUST006152,CD-1014188,2020-08-08,9,183477.83,0.854,MONTHLY,FIXED,YES,MATURED,BR-149,USD,30_360,NO
CUST007287,CD-1014189,2020-10-30,24,195996.39,1.226,MONTHLY,VARIABLE,NO,MATURED,BR-023,USD,30_360,NO
CUST005409,CD-1014190,2025-06-05,18,120323.49,2.131,QUARTERLY,FIXED,YES,ACTIVE,BR-124,USD,ACT_365,NO
CUST000283,CD-1014191,2020-09-04,3,246417.51,0.744,MONTHLY,FIXED,YES,MATURED,BR-082,USD,30_360,YES
CUST002108,CD-1014192,2024-08-23,60,50922.85,4.405,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-109,USD,ACT_365,NO
CUST004942,CD-1014193,2024-12-23,48,21684.81,3.237,MONTHLY,VARIABLE,YES,ACTIVE,BR-093,USD,ACT_365,NO
CUST003831,CD-1014194,2021-12-15,24,79962.04,2.042,QUARTERLY,FIXED,YES,MATURED,BR-100,USD,ACT_365,NO
CUST002278,CD-1014195,2021-10-27,36,190746.2,2.792,MONTHLY,VARIABLE,YES,MATURED,BR-070,USD,ACT_365,NO
CUST002684,CD-1014196,2023-04-04,24,24511.9,1.891,QUARTERLY,VARIABLE,NO,MATURED,BR-038,USD,30_360,NO
CUST000627,CD-1014197,2023-03-01,12,116951.87,0.875,QUARTERLY,FIXED,YES,MATURED,BR-059,USD,ACT_365,NO
CUST001880,CD-1014198,2025-05-15,60,143050.08,3.695,MONTHLY,VARIABLE,YES,ACTIVE,BR-080,USD,ACT_365,YES
CUST006262,CD-1014199,2023-09-13,18,202086.85,1.427,QUARTERLY,VARIABLE,YES,MATURED,BR-033,USD,30_360,NO
CUST000082,CD-1014200,2026-01-17,12,211550.62,1.428,QUARTERLY,FIXED,NO,ACTIVE,BR-027,USD,ACT_365,NO
CUST006694,CD-1014201,2021-07-01,36,60114.16,3.111,AT_MATURITY,FIXED,YES,MATURED,BR-001,USD,30_360,NO
CUST002716,CD-1014202,2021-10-03,6,68886.66,0.866,AT_MATURITY,FIXED,YES,MATURED,BR-136,USD,ACT_365,NO
CUST006463,CD-1014203,2021-07-03,9,171149.09,1.245,MONTHLY,FIXED,YES,MATURED,BR-107,USD,30_360,NO
CUST002049,CD-1014204,2024-01-23,6,215014.86,1.204,QUARTERLY,FIXED,YES,MATURED,BR-026,USD,ACT_365,NO
CUST006630,CD-1014205,2020-03-17,3,42505.45,0.682,MONTHLY,FIXED,YES,MATURED,BR-003,USD,ACT_365,NO
CUST004575,CD-1014206,2025-05-16,48,180798.55,3.495,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-049,USD,30_360,NO
CUST006811,CD-1014207,2024-10-26,12,59798.99,1.825,QUARTERLY,FIXED,YES,MATURED,BR-078,USD,30_360,NO
CUST000499,CD-1014208,2026-03-04,48,45576.35,3.498,QUARTERLY,FIXED,NO,ACTIVE,BR-143,USD,30_360,YES
CUST006379,CD-1014209,2025-12-26,24,84719.9,2.062,AT_MATURITY,FIXED,NO,ACTIVE,BR-100,USD,ACT_365,NO
CUST002164,CD-1014210,2020-06-10,9,198766.68,0.986,QUARTERLY,FIXED,YES,MATURED,BR-110,USD,ACT_365,NO
CUST002871,CD-1014211,2024-09-01,6,185766.51,1.078,MONTHLY,VARIABLE,YES,MATURED,BR-047,USD,ACT_365,NO
CUST000359,CD-1014212,2023-02-22,18,119935.79,1.497,MONTHLY,VARIABLE,YES,MATURED,BR-091,USD,ACT_365,NO
CUST007632,CD-1014213,2024-08-04,3,178689.75,0.755,AT_MATURITY,FIXED,YES,MATURED,BR-130,USD,30_360,NO
CUST005131,CD-1014214,2025-06-15,24,101758.41,2.037,MONTHLY,FIXED,YES,ACTIVE,BR-055,USD,30_360,NO
CUST007847,CD-1014215,2023-08-23,18,53022.08,1.687,AT_MATURITY,VARIABLE,YES,MATURED,BR-102,USD,ACT_365,NO
CUST004545,CD-1014216,2020-01-08,6,210832.05,1.482,AT_MATURITY,FIXED,NO,MATURED,BR-124,USD,ACT_365,NO
CUST001266,CD-1014217,2025-05-26,18,13920.68,1.554,MONTHLY,FIXED,YES,ACTIVE,BR-035,USD,30_360,NO
CUST002700,CD-1014218,2022-09-24,48,225304.84,3.496,AT_MATURITY,FIXED,YES,ACTIVE,BR-005,USD,ACT_365,NO
CUST003519,CD-1014219,2022-11-12,60,197324.69,3.837,MONTHLY,FIXED,NO,ACTIVE,BR-017,USD,ACT_365,NO
CUST001179,CD-1014220,2023-08-25,12,181033.37,1.121,MONTHLY,FIXED,YES,MATURED,BR-134,USD,30_360,NO
CUST007452,CD-1014221,2025-09-10,3,142496.37,1.172,QUARTERLY,VARIABLE,NO,MATURED,BR-020,USD,30_360,NO
CUST007663,CD-1014222,2023-04-15,48,202598.36,3.507,QUARTERLY,VARIABLE,YES,ACTIVE,BR-124,USD,30_360,NO
CUST004508,CD-1014223,2021-04-18,18,7540.85,1.55,AT_MATURITY,FIXED,YES,MATURED,BR-068,USD,ACT_365,YES
CUST004675,CD-1014224,2024-07-29,36,147957.78,1.626,QUARTERLY,FIXED,YES,ACTIVE,BR-140,USD,ACT_365,NO
CUST005628,CD-1014225,2023-12-14,3,65629.54,1.352,MONTHLY,VARIABLE,YES,MATURED,BR-072,USD,30_360,NO
CUST005433,CD-1014226,2020-05-29,9,159997.52,1.552,AT_MATURITY,VARIABLE,NO,MATURED,BR-010,USD,ACT_365,NO
CUST000502,CD-1014227,2023-04-30,9,168843.67,1.684,MONTHLY,FIXED,NO,MATURED,BR-132,USD,ACT_365,NO
CUST004251,CD-1014228,2024-11-26,36,54078.0,3.143,MONTHLY,FIXED,YES,ACTIVE,BR-119,USD,30_360,YES
CUST006217,CD-1014229,2025-07-09,36,39124.22,2.725,QUARTERLY,VARIABLE,NO,ACTIVE,BR-051,USD,ACT_365,NO
CUST006452,CD-1014230,2021-10-07,36,147070.63,2.574,MONTHLY,VARIABLE,YES,MATURED,BR-003,USD,ACT_365,NO
CUST004768,CD-1014231,2023-04-06,12,235173.91,0.813,MONTHLY,VARIABLE,NO,MATURED,BR-089,USD,ACT_365,NO
CUST007171,CD-1014232,2025-02-23,9,166029.58,1.327,MONTHLY,VARIABLE,NO,MATURED,BR-116,USD,30_360,NO
CUST004690,CD-1014233,2023-08-24,6,121297.69,0.963,AT_MATURITY,FIXED,YES,MATURED,BR-008,USD,ACT_365,NO
CUST003062,CD-1014234,2022-08-14,9,233904.58,1.006,MONTHLY,FIXED,NO,MATURED,BR-043,USD,ACT_365,NO
CUST003541,CD-1014235,2021-02-24,6,204819.62,0.644,QUARTERLY,FIXED,NO,MATURED,BR-045,USD,30_360,NO
CUST005520,CD-1014236,2020-04-07,48,183333.37,2.999,MONTHLY,FIXED,YES,MATURED,BR-001,USD,30_360,NO
CUST007091,CD-1014237,2024-04-23,36,109629.36,2.249,MONTHLY,VARIABLE,YES,ACTIVE,BR-098,USD,30_360,NO
CUST001839,CD-1014238,2026-01-07,36,123102.8,3.068,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-009,USD,ACT_365,NO
CUST002348,CD-1014239,2023-10-02,48,66522.64,3.75,QUARTERLY,VARIABLE,NO,ACTIVE,BR-142,USD,30_360,NO
CUST005215,CD-1014240,2024-11-15,36,204312.3,2.46,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-138,USD,30_360,YES
CUST006108,CD-1014241,2024-03-24,9,71523.74,1.709,MONTHLY,VARIABLE,NO,MATURED,BR-107,USD,30_360,NO
CUST003193,CD-1014242,2022-03-04,9,176085.76,1.316,QUARTERLY,VARIABLE,YES,MATURED,BR-020,USD,30_360,NO
CUST005145,CD-1014243,2023-04-07,6,218802.54,1.634,MONTHLY,FIXED,YES,MATURED,BR-050,USD,ACT_365,YES
CUST000055,CD-1014244,2021-09-07,36,138265.21,2.929,AT_MATURITY,VARIABLE,NO,MATURED,BR-052,USD,30_360,YES
CUST002334,CD-1014245,2021-05-24,48,39548.98,3.581,AT_MATURITY,FIXED,YES,MATURED,BR-048,USD,30_360,NO
CUST007644,CD-1014246,2023-09-05,36,6707.53,2.806,QUARTERLY,FIXED,YES,ACTIVE,BR-104,USD,ACT_365,NO
CUST004612,CD-1014247,2024-01-13,18,168473.14,1.507,AT_MATURITY,FIXED,YES,MATURED,BR-066,USD,30_360,NO
CUST006947,CD-1014248,2026-03-02,9,56546.4,0.818,QUARTERLY,FIXED,YES,ACTIVE,BR-014,USD,30_360,NO
CUST001741,CD-1014249,2021-06-22,12,10247.22,1.512,QUARTERLY,FIXED,NO,MATURED,BR-088,USD,30_360,NO
CUST002327,CD-1014250,2021-10-23,9,86148.94,1.247,AT_MATURITY,FIXED,YES,MATURED,BR-087,USD,30_360,NO
CUST007799,CD-1014251,2021-01-13,6,145739.61,2.03,AT_MATURITY,FIXED,YES,MATURED,BR-004,USD,30_360,NO
CUST007982,CD-1014252,2025-12-03,12,138107.39,1.702,AT_MATURITY,FIXED,YES,ACTIVE,BR-091,USD,30_360,NO
CUST007014,CD-1014253,2024-11-17,9,42268.94,0.984,MONTHLY,VARIABLE,YES,MATURED,BR-016,USD,30_360,YES
CUST002537,CD-1014254,2022-01-23,36,151194.47,2.69,MONTHLY,FIXED,YES,MATURED,BR-056,USD,30_360,NO
CUST006411,CD-1014255,2026-01-19,60,102987.95,3.871,MONTHLY,VARIABLE,YES,ACTIVE,BR-132,USD,ACT_365,NO
CUST003671,CD-1014256,2024-05-25,6,119668.47,1.106,AT_MATURITY,FIXED,YES,MATURED,BR-026,USD,ACT_365,NO
CUST006751,CD-1014257,2022-12-22,3,218669.21,0.501,QUARTERLY,VARIABLE,NO,MATURED,BR-098,USD,ACT_365,NO
CUST006810,CD-1014258,2022-05-20,48,20093.15,3.678,MONTHLY,VARIABLE,YES,ACTIVE,BR-140,USD,30_360,NO
CUST003479,CD-1014259,2023-07-22,9,132203.81,1.142,AT_MATURITY,VARIABLE,NO,MATURED,BR-029,USD,30_360,NO
CUST002437,CD-1014260,2020-07-13,9,43819.21,1.509,MONTHLY,VARIABLE,YES,MATURED,BR-061,USD,ACT_365,YES
CUST007798,CD-1014261,2021-01-27,48,46101.88,3.149,AT_MATURITY,FIXED,NO,MATURED,BR-013,USD,ACT_365,NO
CUST003604,CD-1014262,2025-11-05,48,152810.6,3.221,MONTHLY,FIXED,NO,ACTIVE,BR-108,USD,ACT_365,NO
CUST003453,CD-1014263,2021-04-16,24,167592.41,2.288,QUARTERLY,VARIABLE,NO,MATURED,BR-137,USD,ACT_365,NO
CUST005325,CD-1014264,2021-01-08,6,151753.19,0.395,QUARTERLY,FIXED,YES,MATURED,BR-003,USD,ACT_365,NO
CUST007493,CD-1014265,2025-05-15,36,230911.69,3.066,QUARTERLY,VARIABLE,YES,ACTIVE,BR-141,USD,30_360,NO
CUST001044,CD-1014266,2025-11-24,36,198768.13,3.234,MONTHLY,FIXED,YES,ACTIVE,BR-074,USD,30_360,YES
CUST007875,CD-1014267,2025-02-08,12,50053.24,1.948,QUARTERLY,VARIABLE,YES,MATURED,BR-116,USD,ACT_365,NO
CUST003379,CD-1014268,2020-08-23,24,159148.07,1.835,AT_MATURITY,FIXED,YES,MATURED,BR-140,USD,ACT_365,NO
CUST000205,CD-1014269,2025-03-28,18,155274.86,1.866,MONTHLY,FIXED,YES,ACTIVE,BR-136,USD,ACT_365,NO
CUST002475,CD-1014270,2021-08-31,24,161807.94,1.924,QUARTERLY,FIXED,NO,MATURED,BR-065,USD,30_360,NO
CUST003700,CD-1014271,2020-01-26,18,107555.52,1.24,AT_MATURITY,VARIABLE,YES,MATURED,BR-057,USD,30_360,NO
CUST005414,CD-1014272,2025-10-01,60,236931.38,4.031,QUARTERLY,FIXED,NO,ACTIVE,BR-147,USD,ACT_365,NO
CUST004531,CD-1014273,2021-09-02,3,116200.83,0.45,AT_MATURITY,FIXED,NO,MATURED,BR-149,USD,30_360,NO
CUST001088,CD-1014274,2024-02-11,3,197443.85,1.17,AT_MATURITY,FIXED,NO,MATURED,BR-062,USD,ACT_365,NO
CUST003906,CD-1014275,2020-06-17,6,120586.42,1.407,QUARTERLY,VARIABLE,YES,MATURED,BR-127,USD,30_360,NO
CUST001862,CD-1014276,2021-03-08,6,196962.88,1.572,AT_MATURITY,VARIABLE,YES,MATURED,BR-031,USD,30_360,NO
CUST002157,CD-1014277,2025-07-02,18,99212.38,1.939,AT_MATURITY,FIXED,YES,ACTIVE,BR-081,USD,30_360,NO
CUST005691,CD-1014278,2023-09-12,3,703.43,0.815,AT_MATURITY,VARIABLE,YES,MATURED,BR-144,USD,ACT_365,NO
CUST006426,CD-1014279,2026-03-27,6,125214.88,1.054,MONTHLY,FIXED,YES,ACTIVE,BR-102,USD,30_360,NO
CUST001250,CD-1014280,2021-02-15,18,137225.45,1.803,MONTHLY,FIXED,YES,MATURED,BR-075,USD,30_360,NO
CUST004819,CD-1014281,2025-07-24,60,29345.62,4.512,AT_MATURITY,VARIABLE,NO,ACTIVE,BR-127,USD,ACT_365,NO
CUST003376,CD-1014282,2025-06-17,48,166463.47,3.876,MONTHLY,VARIABLE,YES,ACTIVE,BR-019,USD,30_360,YES
CUST002693,CD-1014283,2025-10-09,6,213506.91,1.091,AT_MATURITY,FIXED,NO,MATURED,BR-106,USD,ACT_365,NO
CUST005703,CD-1014284,2020-04-23,3,217150.96,1.304,MONTHLY,VARIABLE,YES,MATURED,BR-046,USD,ACT_365,NO
CUST001991,CD-1014285,2020-08-26,36,94535.49,2.539,QUARTERLY,VARIABLE,YES,MATURED,BR-012,USD,30_360,NO
CUST006123,CD-1014286,2023-04-23,48,102797.3,3.513,AT_MATURITY,FIXED,YES,ACTIVE,BR-108,USD,30_360,YES
CUST003206,CD-1014287,2020-09-20,60,214667.17,3.878,QUARTERLY,FIXED,YES,MATURED,BR-050,USD,ACT_365,NO
CUST000759,CD-1014288,2020-05-24,12,249583.08,1.525,QUARTERLY,FIXED,NO,MATURED,BR-115,USD,ACT_365,NO
CUST006338,CD-1014289,2025-01-24,3,13625.15,0.672,QUARTERLY,VARIABLE,YES,MATURED,BR-090,USD,ACT_365,YES
CUST006816,CD-1014290,2024-05-04,60,15914.21,3.503,MONTHLY,VARIABLE,YES,ACTIVE,BR-117,USD,ACT_365,NO
CUST004504,CD-1014291,2025-04-09,9,14037.69,0.844,MONTHLY,VARIABLE,YES,MATURED,BR-084,USD,30_360,NO
CUST005792,CD-1014292,2025-11-04,12,115889.07,1.644,QUARTERLY,FIXED,YES,ACTIVE,BR-135,USD,30_360,NO
CUST001181,CD-1014293,2020-11-21,12,196245.37,1.05,AT_MATURITY,FIXED,YES,MATURED,BR-030,USD,ACT_365,NO
CUST002715,CD-1014294,2025-03-10,60,23873.64,3.881,MONTHLY,FIXED,YES,ACTIVE,BR-028,USD,ACT_365,NO
CUST002799,CD-1014295,2020-04-09,12,172392.41,1.752,QUARTERLY,FIXED,NO,MATURED,BR-106,USD,ACT_365,NO
CUST006110,CD-1014296,2022-04-27,24,43204.6,2.472,QUARTERLY,FIXED,YES,MATURED,BR-078,USD,ACT_365,NO
CUST002816,CD-1014297,2021-11-09,18,8723.9,1.417,MONTHLY,VARIABLE,NO,MATURED,BR-063,USD,30_360,NO
CUST005826,CD-1014298,2021-06-24,60,149098.64,3.16,QUARTERLY,FIXED,YES,ACTIVE,BR-149,USD,30_360,NO
CUST002455,CD-1014299,2024-06-27,60,148668.08,3.719,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-043,USD,30_360,NO
CUST004807,CD-1014300,2020-10-03,24,71182.06,2.15,MONTHLY,VARIABLE,NO,MATURED,BR-045,USD,ACT_365,NO
